group,genome_bp,cds
MHQ MAG (N=2288),1816613.92,1640.3
MHQ MAG (N=2288),6287394.22,7154.32
MHQ MAG (N=2288),8942546.93,9207.29
MHQ MAG (N=2288),1607415.14,1637.11
MHQ MAG (N=2288),3786340.78,4275.29
MHQ MAG (N=2288),1281820.02,1210.99
MHQ MAG (N=2288),1756837.35,1825.09
MHQ MAG (N=2288),1742569.03,1853.8
MHQ MAG (N=2288),2791898.34,2935.71
MHQ MAG (N=2288),5385338.82,6075.64
MHQ MAG (N=2288),2634619.35,2083.73
MHQ MAG (N=2288),1896926.45,2012.18
MHQ MAG (N=2288),3035024.23,3361.11
MHQ MAG (N=2288),2652435.15,2370.8
MHQ MAG (N=2288),4314532.25,3810.03
MHQ MAG (N=2288),1527375.42,1123.94
MHQ MAG (N=2288),1749107.82,1562.7
MHQ MAG (N=2288),3451709.91,3222.95
MHQ MAG (N=2288),1471186.83,1619.39
MHQ MAG (N=2288),1575942.47,1555.29
MHQ MAG (N=2288),7508401.96,6313.16
MHQ MAG (N=2288),5708907.57,5907.82
MHQ MAG (N=2288),1973896.86,2054.01
MHQ MAG (N=2288),2585497.84,2422.94
MHQ MAG (N=2288),3087926.12,2892.83
MHQ MAG (N=2288),1883031.02,1412.74
MHQ MAG (N=2288),5021655.0,4260.03
MHQ MAG (N=2288),3495351.93,2722.66
MHQ MAG (N=2288),3178542.32,3035.03
MHQ MAG (N=2288),2115383.27,1952.26
MHQ MAG (N=2288),4157864.75,3338.67
MHQ MAG (N=2288),3108541.59,3294.49
MHQ MAG (N=2288),5207000.29,4189.19
MHQ MAG (N=2288),1459997.05,1435.21
MHQ MAG (N=2288),3574382.38,3608.21
MHQ MAG (N=2288),5015250.13,4157.77
MHQ MAG (N=2288),1018868.69,738.96
MHQ MAG (N=2288),1831723.09,1805.42
MHQ MAG (N=2288),1399233.8,1313.13
MHQ MAG (N=2288),5704238.27,5959.59
MHQ MAG (N=2288),1692340.5,1746.02
MHQ MAG (N=2288),2541070.82,2829.97
MHQ MAG (N=2288),911938.61,1007.19
MHQ MAG (N=2288),2300326.57,2308.36
MHQ MAG (N=2288),840773.81,839.34
MHQ MAG (N=2288),986805.31,936.42
MHQ MAG (N=2288),2213733.29,2415.9
MHQ MAG (N=2288),6022195.02,5674.86
MHQ MAG (N=2288),1647315.02,1490.48
MHQ MAG (N=2288),4547047.41,4414.95
MHQ MAG (N=2288),2222355.52,1977.52
MHQ MAG (N=2288),1248931.01,1553.17
MHQ MAG (N=2288),2723009.88,2698.2
MHQ MAG (N=2288),2039334.68,1952.88
MHQ MAG (N=2288),2017846.66,1960.09
MHQ MAG (N=2288),1812164.18,1945.67
MHQ MAG (N=2288),2312393.36,2442.85
MHQ MAG (N=2288),4200092.56,3731.3
MHQ MAG (N=2288),3671399.96,3504.07
MHQ MAG (N=2288),7958227.73,8314.6
MHQ MAG (N=2288),2033001.49,2062.75
MHQ MAG (N=2288),4274344.56,4127.0
MHQ MAG (N=2288),3328528.48,3215.55
MHQ MAG (N=2288),2868288.23,2598.64
MHQ MAG (N=2288),2030537.18,2013.64
MHQ MAG (N=2288),4425849.16,4587.12
MHQ MAG (N=2288),1082189.61,963.26
MHQ MAG (N=2288),6199538.43,5873.47
MHQ MAG (N=2288),677102.84,671.76
MHQ MAG (N=2288),1426153.11,1224.55
MHQ MAG (N=2288),1818638.4,1497.76
MHQ MAG (N=2288),2789143.41,2518.45
MHQ MAG (N=2288),2831978.03,2980.45
MHQ MAG (N=2288),8818076.47,8004.34
MHQ MAG (N=2288),1901045.93,1700.02
MHQ MAG (N=2288),1805540.07,1580.2
MHQ MAG (N=2288),1802761.21,1785.13
MHQ MAG (N=2288),1486821.21,1373.97
MHQ MAG (N=2288),6329663.57,6115.26
MHQ MAG (N=2288),8451903.04,8758.74
MHQ MAG (N=2288),1960531.34,1918.69
MHQ MAG (N=2288),1941555.26,1989.41
MHQ MAG (N=2288),2490520.09,2377.87
MHQ MAG (N=2288),3239934.17,3852.48
MHQ MAG (N=2288),4250958.85,4567.19
MHQ MAG (N=2288),2276764.18,2372.37
MHQ MAG (N=2288),1398084.0,1146.5
MHQ MAG (N=2288),4321512.43,3532.13
MHQ MAG (N=2288),1437701.85,1501.43
MHQ MAG (N=2288),3088088.67,3044.02
MHQ MAG (N=2288),1553144.04,1443.55
MHQ MAG (N=2288),5202882.1,5087.27
MHQ MAG (N=2288),5336387.86,4459.26
MHQ MAG (N=2288),3551993.8,3397.16
MHQ MAG (N=2288),1404559.67,1342.81
MHQ MAG (N=2288),8908858.15,10189.86
MHQ MAG (N=2288),5999062.13,5067.37
MHQ MAG (N=2288),1210272.17,1086.39
MHQ MAG (N=2288),1444679.9,1316.68
MHQ MAG (N=2288),3619324.47,3504.74
MHQ MAG (N=2288),1554159.48,1660.21
MHQ MAG (N=2288),1279698.26,1341.87
MHQ MAG (N=2288),2799753.31,2260.38
MHQ MAG (N=2288),3886834.82,4871.14
MHQ MAG (N=2288),2056570.42,1873.32
MHQ MAG (N=2288),1576979.99,1576.51
MHQ MAG (N=2288),5809259.72,5610.32
MHQ MAG (N=2288),1597146.71,1471.79
MHQ MAG (N=2288),2923203.3,3450.66
MHQ MAG (N=2288),1389522.01,1242.8
MHQ MAG (N=2288),4936166.68,4792.98
MHQ MAG (N=2288),3147599.13,2995.52
MHQ MAG (N=2288),2658748.4,2229.99
MHQ MAG (N=2288),4537006.33,4703.95
MHQ MAG (N=2288),939260.46,1057.13
MHQ MAG (N=2288),5247343.22,6175.17
MHQ MAG (N=2288),2386307.66,1846.31
MHQ MAG (N=2288),3159067.15,2871.48
MHQ MAG (N=2288),4522894.66,3718.94
MHQ MAG (N=2288),3514479.57,3249.05
MHQ MAG (N=2288),2535515.95,2276.11
MHQ MAG (N=2288),5131864.76,4246.48
MHQ MAG (N=2288),3488375.89,3483.48
MHQ MAG (N=2288),5421589.44,5333.6
MHQ MAG (N=2288),1306289.21,1215.03
MHQ MAG (N=2288),1905078.28,1718.74
MHQ MAG (N=2288),1335734.18,1400.4
MHQ MAG (N=2288),1694321.26,1512.65
MHQ MAG (N=2288),8848776.96,9557.24
MHQ MAG (N=2288),2527084.05,2051.11
MHQ MAG (N=2288),977845.11,830.15
MHQ MAG (N=2288),3232002.36,2942.64
MHQ MAG (N=2288),4514041.56,3987.2
MHQ MAG (N=2288),1278958.57,1203.45
MHQ MAG (N=2288),5118057.67,5265.02
MHQ MAG (N=2288),1303806.85,1156.99
MHQ MAG (N=2288),2172090.42,1760.54
MHQ MAG (N=2288),1946349.11,1731.56
MHQ MAG (N=2288),1450831.89,1453.32
MHQ MAG (N=2288),2156525.95,1993.8
MHQ MAG (N=2288),3248558.8,3293.98
MHQ MAG (N=2288),3010252.84,3321.17
MHQ MAG (N=2288),2105214.05,1979.68
MHQ MAG (N=2288),1212096.5,1186.49
MHQ MAG (N=2288),5609906.59,5899.63
MHQ MAG (N=2288),3896694.76,3826.69
MHQ MAG (N=2288),2004673.81,1826.3
MHQ MAG (N=2288),2364432.59,1968.3
MHQ MAG (N=2288),7499040.01,6392.63
MHQ MAG (N=2288),1599856.08,1555.65
MHQ MAG (N=2288),6749490.56,7192.78
MHQ MAG (N=2288),3198311.74,3279.02
MHQ MAG (N=2288),2480416.05,2464.58
MHQ MAG (N=2288),1522120.61,1216.55
MHQ MAG (N=2288),4967698.0,4476.86
MHQ MAG (N=2288),2993256.63,3136.76
MHQ MAG (N=2288),3811221.28,4006.65
MHQ MAG (N=2288),3028118.88,2452.37
MHQ MAG (N=2288),2644937.2,2928.81
MHQ MAG (N=2288),4886977.36,5070.36
MHQ MAG (N=2288),1361511.45,1184.41
MHQ MAG (N=2288),1971979.32,2180.49
MHQ MAG (N=2288),3424514.45,3638.48
MHQ MAG (N=2288),1412561.67,1421.66
MHQ MAG (N=2288),2458618.99,2331.82
MHQ MAG (N=2288),1033740.16,895.36
MHQ MAG (N=2288),4023819.64,3922.81
MHQ MAG (N=2288),4219946.19,3812.63
MHQ MAG (N=2288),1923791.83,1788.22
MHQ MAG (N=2288),1473133.01,1471.59
MHQ MAG (N=2288),3077790.05,2943.44
MHQ MAG (N=2288),1983523.3,1954.18
MHQ MAG (N=2288),1123068.65,1260.1
MHQ MAG (N=2288),2541888.21,2296.17
MHQ MAG (N=2288),9960200.18,8105.84
MHQ MAG (N=2288),3714216.51,3820.1
MHQ MAG (N=2288),1613954.12,1433.94
MHQ MAG (N=2288),6805493.19,7038.04
MHQ MAG (N=2288),1676415.06,1653.36
MHQ MAG (N=2288),2724033.86,2460.32
MHQ MAG (N=2288),2616519.48,2361.75
MHQ MAG (N=2288),5638996.44,5794.4
MHQ MAG (N=2288),2661919.45,2484.69
MHQ MAG (N=2288),1925166.01,2049.11
MHQ MAG (N=2288),3296294.83,3797.23
MHQ MAG (N=2288),1332311.88,1121.99
MHQ MAG (N=2288),1953300.27,1525.2
MHQ MAG (N=2288),2924370.17,2703.49
MHQ MAG (N=2288),2297502.22,2149.14
MHQ MAG (N=2288),2856962.14,2751.07
MHQ MAG (N=2288),1674143.61,1555.54
MHQ MAG (N=2288),1807794.29,1738.65
MHQ MAG (N=2288),1421749.73,1685.87
MHQ MAG (N=2288),4588967.26,4171.31
MHQ MAG (N=2288),2718007.13,2281.64
MHQ MAG (N=2288),3218038.02,3128.11
MHQ MAG (N=2288),2931152.42,2963.95
MHQ MAG (N=2288),4244087.59,3812.34
MHQ MAG (N=2288),3122116.46,2910.73
MHQ MAG (N=2288),2493911.01,2324.35
MHQ MAG (N=2288),3162268.61,3068.01
MHQ MAG (N=2288),4009844.61,4359.58
MHQ MAG (N=2288),4923083.48,5205.28
MHQ MAG (N=2288),3120435.53,3583.39
MHQ MAG (N=2288),1756853.18,1777.06
MHQ MAG (N=2288),2067796.18,1843.59
MHQ MAG (N=2288),5882236.91,5941.88
MHQ MAG (N=2288),5155102.53,5502.94
MHQ MAG (N=2288),2847141.85,2427.7
MHQ MAG (N=2288),2974773.05,2730.19
MHQ MAG (N=2288),1205642.1,997.31
MHQ MAG (N=2288),1269242.11,1117.43
MHQ MAG (N=2288),5009863.02,5750.16
MHQ MAG (N=2288),2255187.73,2504.41
MHQ MAG (N=2288),3271368.69,3221.34
MHQ MAG (N=2288),1913601.53,1812.56
MHQ MAG (N=2288),2887696.73,2586.83
MHQ MAG (N=2288),2696512.01,2414.23
MHQ MAG (N=2288),2558233.11,2671.96
MHQ MAG (N=2288),4615660.15,4767.24
MHQ MAG (N=2288),1142892.2,1057.0
MHQ MAG (N=2288),1796578.24,2017.56
MHQ MAG (N=2288),3363509.36,3335.6
MHQ MAG (N=2288),1944457.37,2124.05
MHQ MAG (N=2288),2264260.39,2616.98
MHQ MAG (N=2288),1576163.62,1510.82
MHQ MAG (N=2288),1756499.16,1528.47
MHQ MAG (N=2288),2420126.99,1999.78
MHQ MAG (N=2288),2962953.34,2808.31
MHQ MAG (N=2288),4490093.42,4026.25
MHQ MAG (N=2288),2804630.55,2962.97
MHQ MAG (N=2288),1505907.81,1115.39
MHQ MAG (N=2288),5663225.15,6798.57
MHQ MAG (N=2288),9706445.25,8167.53
MHQ MAG (N=2288),1356207.18,996.38
MHQ MAG (N=2288),1932405.89,1797.99
MHQ MAG (N=2288),5512254.22,5011.55
MHQ MAG (N=2288),4013884.46,4048.79
MHQ MAG (N=2288),1491627.14,1336.95
MHQ MAG (N=2288),2111449.02,2144.3
MHQ MAG (N=2288),3151703.57,3278.33
MHQ MAG (N=2288),4013065.41,4024.99
MHQ MAG (N=2288),3189751.39,2686.17
MHQ MAG (N=2288),1316611.83,1327.94
MHQ MAG (N=2288),2689102.57,2302.67
MHQ MAG (N=2288),6130081.36,6248.72
MHQ MAG (N=2288),2736309.99,2821.89
MHQ MAG (N=2288),1765828.52,1621.88
MHQ MAG (N=2288),3134015.43,2956.93
MHQ MAG (N=2288),4804761.77,3793.62
MHQ MAG (N=2288),4635371.2,4288.6
MHQ MAG (N=2288),6251311.39,6476.0
MHQ MAG (N=2288),1629959.52,1475.92
MHQ MAG (N=2288),1210683.8,1208.48
MHQ MAG (N=2288),4417543.49,4048.89
MHQ MAG (N=2288),1449464.45,1435.77
MHQ MAG (N=2288),4095963.51,5007.47
MHQ MAG (N=2288),1266889.81,1133.7
MHQ MAG (N=2288),1580651.9,1752.25
MHQ MAG (N=2288),4504929.62,4434.93
MHQ MAG (N=2288),3282930.45,3062.02
MHQ MAG (N=2288),1782658.23,1965.63
MHQ MAG (N=2288),2128447.94,2198.19
MHQ MAG (N=2288),4119814.16,4491.64
MHQ MAG (N=2288),7024632.02,6495.26
MHQ MAG (N=2288),1434065.83,1163.18
MHQ MAG (N=2288),9253542.27,7367.13
MHQ MAG (N=2288),2349419.44,1891.57
MHQ MAG (N=2288),2850396.74,3028.19
MHQ MAG (N=2288),1634125.65,1780.65
MHQ MAG (N=2288),1174571.75,1137.62
MHQ MAG (N=2288),4517560.86,4282.42
MHQ MAG (N=2288),3158027.09,2705.15
MHQ MAG (N=2288),2561411.77,2354.21
MHQ MAG (N=2288),2984569.61,3035.43
MHQ MAG (N=2288),2152498.88,2188.73
MHQ MAG (N=2288),752128.16,728.13
MHQ MAG (N=2288),1153652.88,1439.66
MHQ MAG (N=2288),2513734.78,2677.08
MHQ MAG (N=2288),1398232.29,1384.19
MHQ MAG (N=2288),1203678.38,1230.36
MHQ MAG (N=2288),2199008.14,2278.44
MHQ MAG (N=2288),1083942.53,1099.41
MHQ MAG (N=2288),3954632.04,4370.67
MHQ MAG (N=2288),4526470.56,5080.99
MHQ MAG (N=2288),1591019.38,1488.93
MHQ MAG (N=2288),3365117.52,3016.75
MHQ MAG (N=2288),5171370.33,4562.7
MHQ MAG (N=2288),2197115.95,1917.64
MHQ MAG (N=2288),2883689.02,2670.01
MHQ MAG (N=2288),3773055.99,3619.49
MHQ MAG (N=2288),2595669.8,2590.76
MHQ MAG (N=2288),6263197.88,6303.94
MHQ MAG (N=2288),1895711.18,1880.53
MHQ MAG (N=2288),1421990.56,1240.39
MHQ MAG (N=2288),2660345.59,2391.54
MHQ MAG (N=2288),1279423.28,1264.55
MHQ MAG (N=2288),2182727.91,1984.87
MHQ MAG (N=2288),2348855.03,2190.65
MHQ MAG (N=2288),907219.44,789.35
MHQ MAG (N=2288),3817345.13,3890.71
MHQ MAG (N=2288),1171502.84,1272.68
MHQ MAG (N=2288),2365521.1,2156.18
MHQ MAG (N=2288),2497796.65,2311.9
MHQ MAG (N=2288),2447972.89,2270.76
MHQ MAG (N=2288),790973.18,689.33
MHQ MAG (N=2288),3889616.89,4056.13
MHQ MAG (N=2288),957504.23,885.03
MHQ MAG (N=2288),2095357.16,1694.44
MHQ MAG (N=2288),1473639.39,1608.38
MHQ MAG (N=2288),1804325.87,1378.15
MHQ MAG (N=2288),2370942.32,2728.6
MHQ MAG (N=2288),3345215.77,3293.82
MHQ MAG (N=2288),2160236.23,1812.17
MHQ MAG (N=2288),1272421.19,1088.77
MHQ MAG (N=2288),2513652.25,3147.83
MHQ MAG (N=2288),1018001.43,968.64
MHQ MAG (N=2288),3789441.92,3577.58
MHQ MAG (N=2288),3987059.45,3827.87
MHQ MAG (N=2288),6350810.6,5754.1
MHQ MAG (N=2288),4143444.67,3695.59
MHQ MAG (N=2288),5788639.17,5437.36
MHQ MAG (N=2288),4791368.39,4258.38
MHQ MAG (N=2288),1745284.07,1711.19
MHQ MAG (N=2288),1922412.53,1734.71
MHQ MAG (N=2288),2493884.8,2576.13
MHQ MAG (N=2288),7020928.15,6157.2
MHQ MAG (N=2288),1244227.24,1239.56
MHQ MAG (N=2288),2194670.41,1794.58
MHQ MAG (N=2288),1255721.54,1304.68
MHQ MAG (N=2288),1243926.24,1216.4
MHQ MAG (N=2288),727015.04,686.99
MHQ MAG (N=2288),2635186.3,2210.04
MHQ MAG (N=2288),2164382.4,1899.23
MHQ MAG (N=2288),2314605.42,2090.63
MHQ MAG (N=2288),1499589.04,1544.59
MHQ MAG (N=2288),4009524.57,3687.92
MHQ MAG (N=2288),602559.59,612.14
MHQ MAG (N=2288),3131802.06,3254.54
MHQ MAG (N=2288),2834622.97,2969.2
MHQ MAG (N=2288),1971547.93,1383.83
MHQ MAG (N=2288),1427110.47,1429.65
MHQ MAG (N=2288),2543259.74,2484.58
MHQ MAG (N=2288),1289804.36,1484.45
MHQ MAG (N=2288),3886441.44,3870.95
MHQ MAG (N=2288),2777455.09,2754.15
MHQ MAG (N=2288),2319743.72,2244.44
MHQ MAG (N=2288),2689418.22,2614.37
MHQ MAG (N=2288),1266579.6,1232.37
MHQ MAG (N=2288),1674933.42,1672.01
MHQ MAG (N=2288),4464128.5,4474.96
MHQ MAG (N=2288),3654497.9,3451.47
MHQ MAG (N=2288),1496492.37,1561.64
MHQ MAG (N=2288),6546106.05,7338.68
MHQ MAG (N=2288),3614917.37,3307.93
MHQ MAG (N=2288),2358523.3,2331.79
MHQ MAG (N=2288),1407702.9,1334.22
MHQ MAG (N=2288),2196894.15,1828.8
MHQ MAG (N=2288),2897616.23,2739.2
MHQ MAG (N=2288),8094365.92,8489.34
MHQ MAG (N=2288),2124375.38,1760.14
MHQ MAG (N=2288),6445724.84,5770.25
MHQ MAG (N=2288),3778888.24,4103.02
MHQ MAG (N=2288),4017390.34,3607.81
MHQ MAG (N=2288),1111217.11,1048.76
MHQ MAG (N=2288),3333421.23,3398.54
MHQ MAG (N=2288),3301055.42,2717.12
MHQ MAG (N=2288),4539280.58,3728.02
MHQ MAG (N=2288),8310703.46,9059.54
MHQ MAG (N=2288),2405491.51,2659.79
MHQ MAG (N=2288),2111280.75,1967.17
MHQ MAG (N=2288),6930852.61,6638.65
MHQ MAG (N=2288),2272347.44,2318.85
MHQ MAG (N=2288),2214485.38,2574.76
MHQ MAG (N=2288),5186302.64,4732.7
MHQ MAG (N=2288),3599931.23,3520.99
MHQ MAG (N=2288),1942741.31,1779.31
MHQ MAG (N=2288),2122706.85,1999.33
MHQ MAG (N=2288),2053556.17,1865.96
MHQ MAG (N=2288),9077630.02,8234.28
MHQ MAG (N=2288),3708443.58,4116.59
MHQ MAG (N=2288),733081.48,691.19
MHQ MAG (N=2288),3544353.37,3710.33
MHQ MAG (N=2288),1648085.05,1484.34
MHQ MAG (N=2288),1359990.24,1339.16
MHQ MAG (N=2288),2449668.47,2499.12
MHQ MAG (N=2288),1350787.75,1345.79
MHQ MAG (N=2288),2246323.47,2334.89
MHQ MAG (N=2288),4283472.74,4664.97
MHQ MAG (N=2288),2369648.8,2473.73
MHQ MAG (N=2288),1132866.18,1044.62
MHQ MAG (N=2288),2047621.98,2055.08
MHQ MAG (N=2288),1722921.7,1380.43
MHQ MAG (N=2288),2548318.73,2578.54
MHQ MAG (N=2288),7486054.3,6585.38
MHQ MAG (N=2288),2677468.24,2558.72
MHQ MAG (N=2288),4149386.42,3953.69
MHQ MAG (N=2288),3340591.39,3860.96
MHQ MAG (N=2288),1332237.95,1402.18
MHQ MAG (N=2288),1502974.43,1454.45
MHQ MAG (N=2288),9306064.45,10382.2
MHQ MAG (N=2288),6233809.34,5634.79
MHQ MAG (N=2288),2421080.17,2234.54
MHQ MAG (N=2288),3623799.49,3233.45
MHQ MAG (N=2288),2407455.69,2212.65
MHQ MAG (N=2288),1270192.11,1094.86
MHQ MAG (N=2288),4681163.91,4394.62
MHQ MAG (N=2288),774137.82,681.12
MHQ MAG (N=2288),1514207.21,1404.43
MHQ MAG (N=2288),2298811.61,2526.88
MHQ MAG (N=2288),2831431.01,2699.05
MHQ MAG (N=2288),3655106.25,4079.62
MHQ MAG (N=2288),1686809.38,1495.03
MHQ MAG (N=2288),2205459.88,1999.42
MHQ MAG (N=2288),1834809.75,1585.78
MHQ MAG (N=2288),1687775.0,1590.15
MHQ MAG (N=2288),1312758.23,1254.95
MHQ MAG (N=2288),3056781.07,2352.08
MHQ MAG (N=2288),2003526.59,1823.42
MHQ MAG (N=2288),1652607.93,1609.24
MHQ MAG (N=2288),2527284.21,2231.16
MHQ MAG (N=2288),4760226.92,4801.24
MHQ MAG (N=2288),2905938.75,2498.07
MHQ MAG (N=2288),2552745.1,2274.42
MHQ MAG (N=2288),2210361.82,2568.06
MHQ MAG (N=2288),3294664.06,3116.45
MHQ MAG (N=2288),2273531.34,2350.83
MHQ MAG (N=2288),2233656.89,2344.36
MHQ MAG (N=2288),1091578.73,1184.74
MHQ MAG (N=2288),1309539.91,1421.59
MHQ MAG (N=2288),5551802.78,5460.58
MHQ MAG (N=2288),1777663.12,1457.89
MHQ MAG (N=2288),1587298.37,1763.73
MHQ MAG (N=2288),1269967.45,1018.72
MHQ MAG (N=2288),1509944.6,1652.36
MHQ MAG (N=2288),2718613.61,2905.04
MHQ MAG (N=2288),3563459.24,3708.92
MHQ MAG (N=2288),2826026.68,2930.68
MHQ MAG (N=2288),2792061.38,3021.23
MHQ MAG (N=2288),9565952.42,8921.8
MHQ MAG (N=2288),2642522.01,2677.85
MHQ MAG (N=2288),4825620.68,3835.61
MHQ MAG (N=2288),6785306.64,6414.4
MHQ MAG (N=2288),1627861.64,1845.9
MHQ MAG (N=2288),1188741.22,1297.31
MHQ MAG (N=2288),2846674.58,2367.01
MHQ MAG (N=2288),1758534.16,1539.02
MHQ MAG (N=2288),3896767.43,4228.29
MHQ MAG (N=2288),3877147.99,4094.58
MHQ MAG (N=2288),1238007.54,1130.16
MHQ MAG (N=2288),1215857.84,1048.82
MHQ MAG (N=2288),1771734.46,1569.82
MHQ MAG (N=2288),1546017.37,1449.24
MHQ MAG (N=2288),1900021.94,1635.79
MHQ MAG (N=2288),3145446.33,2746.98
MHQ MAG (N=2288),3321476.45,2820.85
MHQ MAG (N=2288),4335291.14,3817.2
MHQ MAG (N=2288),3287938.85,2903.07
MHQ MAG (N=2288),5248456.21,4935.1
MHQ MAG (N=2288),1673283.03,1692.66
MHQ MAG (N=2288),1796015.86,1694.55
MHQ MAG (N=2288),2333948.71,2401.79
MHQ MAG (N=2288),2375528.79,2872.73
MHQ MAG (N=2288),4677179.69,4517.49
MHQ MAG (N=2288),639719.43,663.94
MHQ MAG (N=2288),3626455.26,3540.31
MHQ MAG (N=2288),2344734.72,2238.1
MHQ MAG (N=2288),2646236.25,2253.45
MHQ MAG (N=2288),3772076.72,3361.66
MHQ MAG (N=2288),3965114.0,3821.88
MHQ MAG (N=2288),975492.63,886.61
MHQ MAG (N=2288),3222646.08,4013.05
MHQ MAG (N=2288),2297831.67,1813.77
MHQ MAG (N=2288),1308349.37,1161.95
MHQ MAG (N=2288),4745645.51,4199.05
MHQ MAG (N=2288),2313724.32,2324.05
MHQ MAG (N=2288),2604664.25,3138.06
MHQ MAG (N=2288),2116421.4,2289.02
MHQ MAG (N=2288),2480336.27,2104.46
MHQ MAG (N=2288),2181316.2,2572.81
MHQ MAG (N=2288),11813020.35,10642.94
MHQ MAG (N=2288),2637987.0,2679.77
MHQ MAG (N=2288),1292888.06,1463.64
MHQ MAG (N=2288),4468008.03,4109.97
MHQ MAG (N=2288),1874544.6,1638.39
MHQ MAG (N=2288),1604763.54,1553.71
MHQ MAG (N=2288),4430748.74,4485.27
MHQ MAG (N=2288),1610237.22,1429.63
MHQ MAG (N=2288),4994594.47,4799.07
MHQ MAG (N=2288),2042088.24,1746.26
MHQ MAG (N=2288),2975765.36,2543.02
MHQ MAG (N=2288),840955.05,813.55
MHQ MAG (N=2288),1833050.54,1733.87
MHQ MAG (N=2288),5106881.11,4426.84
MHQ MAG (N=2288),4074942.71,4048.35
MHQ MAG (N=2288),1742921.21,1766.05
MHQ MAG (N=2288),3264743.43,3028.97
MHQ MAG (N=2288),1537797.27,1504.92
MHQ MAG (N=2288),3604585.28,3580.0
MHQ MAG (N=2288),2617952.93,2575.61
MHQ MAG (N=2288),2043564.18,2263.71
MHQ MAG (N=2288),1822803.35,1488.96
MHQ MAG (N=2288),6142458.65,5242.95
MHQ MAG (N=2288),969763.1,988.55
MHQ MAG (N=2288),4320517.13,4291.12
MHQ MAG (N=2288),2461840.17,2213.62
MHQ MAG (N=2288),2408391.44,2595.22
MHQ MAG (N=2288),2694596.23,2504.61
MHQ MAG (N=2288),913000.3,772.44
MHQ MAG (N=2288),2728672.97,2585.61
MHQ MAG (N=2288),693145.08,685.02
MHQ MAG (N=2288),1651221.47,1888.05
MHQ MAG (N=2288),1823040.15,1684.86
MHQ MAG (N=2288),1059705.53,986.15
MHQ MAG (N=2288),1830529.08,1632.6
MHQ MAG (N=2288),2377552.0,2992.04
MHQ MAG (N=2288),1385528.64,1275.78
MHQ MAG (N=2288),3075422.29,2922.06
MHQ MAG (N=2288),3057759.48,3278.11
MHQ MAG (N=2288),1003388.3,1008.92
MHQ MAG (N=2288),8810447.88,7482.88
MHQ MAG (N=2288),2502285.2,2607.95
MHQ MAG (N=2288),8291794.35,6855.04
MHQ MAG (N=2288),3494003.88,3515.22
MHQ MAG (N=2288),1191506.98,1128.59
MHQ MAG (N=2288),3992500.42,4020.98
MHQ MAG (N=2288),2145563.97,2025.98
MHQ MAG (N=2288),3083909.47,3422.29
MHQ MAG (N=2288),742098.18,750.15
MHQ MAG (N=2288),2058109.65,1597.64
MHQ MAG (N=2288),4011037.6,4025.97
MHQ MAG (N=2288),1706297.91,1418.16
MHQ MAG (N=2288),2476560.45,2707.47
MHQ MAG (N=2288),3891129.32,4007.0
MHQ MAG (N=2288),3086207.52,3381.63
MHQ MAG (N=2288),3493688.96,3379.6
MHQ MAG (N=2288),2318930.43,2367.91
MHQ MAG (N=2288),1224644.58,1225.42
MHQ MAG (N=2288),1267455.46,1279.22
MHQ MAG (N=2288),2411592.38,2063.94
MHQ MAG (N=2288),2890065.51,3057.47
MHQ MAG (N=2288),1121688.46,1246.77
MHQ MAG (N=2288),3039252.89,2842.54
MHQ MAG (N=2288),7164288.45,7310.85
MHQ MAG (N=2288),3433699.53,2984.05
MHQ MAG (N=2288),5469595.92,4374.12
MHQ MAG (N=2288),3421144.76,3119.42
MHQ MAG (N=2288),5031615.6,4948.69
MHQ MAG (N=2288),1232731.39,1136.02
MHQ MAG (N=2288),1501870.73,1362.4
MHQ MAG (N=2288),3382899.09,2766.57
MHQ MAG (N=2288),2320179.73,2339.32
MHQ MAG (N=2288),1799473.38,1793.21
MHQ MAG (N=2288),2237498.59,2052.83
MHQ MAG (N=2288),2599798.49,2873.53
MHQ MAG (N=2288),2304038.32,2346.6
MHQ MAG (N=2288),3624682.42,3285.43
MHQ MAG (N=2288),3170312.58,2895.37
MHQ MAG (N=2288),736356.8,671.1
MHQ MAG (N=2288),4056174.3,3879.69
MHQ MAG (N=2288),744501.02,951.27
MHQ MAG (N=2288),3126184.29,2386.87
MHQ MAG (N=2288),851321.25,910.35
MHQ MAG (N=2288),1665128.5,1589.53
MHQ MAG (N=2288),1838005.31,1733.06
MHQ MAG (N=2288),1129277.82,1115.82
MHQ MAG (N=2288),4699156.85,4125.89
MHQ MAG (N=2288),4014125.89,3889.49
MHQ MAG (N=2288),1130659.93,1079.06
MHQ MAG (N=2288),4007585.46,3802.23
MHQ MAG (N=2288),4100987.38,4620.37
MHQ MAG (N=2288),3404942.28,3211.08
MHQ MAG (N=2288),3139520.04,3246.56
MHQ MAG (N=2288),2640697.37,2516.07
MHQ MAG (N=2288),2495298.11,2262.35
MHQ MAG (N=2288),3196822.73,3056.62
MHQ MAG (N=2288),2702957.87,3036.8
MHQ MAG (N=2288),793857.8,722.19
MHQ MAG (N=2288),2131557.96,2003.53
MHQ MAG (N=2288),3313881.09,2687.58
MHQ MAG (N=2288),2206012.18,2428.06
MHQ MAG (N=2288),6065714.9,4911.8
MHQ MAG (N=2288),1511074.61,1333.63
MHQ MAG (N=2288),2848012.17,2785.64
MHQ MAG (N=2288),2558806.73,2719.7
